artist,genre,title,album,year,lyrics,Amazement,Calmness,Joyful activation,Nostalgia,Power,Sadness,Solemnity,Tenderness,Tension
​​blink-182,Rock,Misery,California (Deluxe Edition),2017.0,"I'm a wreck, I'm out of time. I barely made it out alive. I'm not bent, I'm not cracked. I'm just broken. I watched the fire burn the sea. I wrapped my car around a tree. Hold me up, underneath. This heavy burden. There's a halo in the distance. Salvation's barely out of reach. Torn apart like the brokenhearted. Up in smoke with the fire we started. Misery loves company. I don't need anyone. Smash it up like there's no tomorrow. Leave me here with the fear and sorrow. Tied up to a heart of stone. I screamed into a microphone. I burned the bridge, so I won't find my way home. Lay with me, I can't sleep. When I'm bent, when I'm cracked. When I'm broken. Fifteen times a night, when the sun's gone down. In the dark awake, and you're not around. And the closest thought is the edge of oblivion. Fifteen times a day when you check your phone. And I won't be there and you're all alone. 'Cause we always lived on the edge of oblivion. Left to find our way through a Hitchcock film. In an empty bed with an hour to kill. 'Cause it's only fun on the edge of oblivion (oblivion).",0,0,0,0,1,1,1,0,0
The Mission UK,Rock,Naked And Savage,The First Chapter,,"The cool cruel sleaze, hungry and wild and crawling. Through the storm that breaks. And clears away the vicious and violent heat. Breathe deep, breathe long and hard. Kiss and caress the hand that feeds. Love me primitive betraying lips. And the treacherous heart of the savage breed. Hollow eyes only cry hollow tears. And the tingling flesh that melts away. The scars and fears that the shameless years. Leave laughing and dancing. On a wasted and tattered dream. Cry hollow tears, that stifle the tortured kiss and scream. Screaming in the darkness, torn and ravaged. Spinning round in circles. Animal crazy and the howl of the naked and savage. The cool cruel sleaze hungry and wild and crawling. Love me primitive, betraying lips. And the treacherous heart,of the savage breed. Tarnish, taint and punish me softly. Kiss the heavens where the angels tread. Love is the corpse that crawls on dreams. Rips them apart and tears them to shreds.",0,0,0,0,0,1,0,1,1
Rita Marley,Reggae,Retribution,Harambe (Working Together For Freedom),1982.0,":. You tread crush and trample down into the ground. My brothers and my sisters. You shove kick and you push aside into the mire. All those who stand against you. But soon oppressor your day will come. Retribution will fall down upon you. For every day action. There's an equal and opposite reaction. Retribution it will come one day. Retribution you will have to pay. Retribution on that faithful day. When the Father come to judge mankind again. For every every action. Every day the devil help the thief. So him satisfy with ole leaf. Him never want to give the page a turn. So how will he ever, ever learn? (..). Soon oppressor your day will come. There's an equal and opposite reaction...",0,0,0,0,1,0,1,0,1
The Doors,Rock,Alabama Song (Whisky Bar),The Doors,1967.0,"Well, show me the way. To the next whiskey bar. Oh, don't ask why. Show me the way. For if we don't find. The next whiskey bar. I tell you we must die. I tell you, I tell you. x2. Oh, moon of Alabama. We now must say goodbye. We've lost our good old mama. And must have whiskey, oh, you know why. Show me the way to the next little girl. The next little girl.",0,0,0,1,0,1,0,0,0
Damian Marley,Reggae,Caution,Stony Hill,2016.0,"Yow me tell dem caution. Wen yuh see lion pon patrol. We nuh kin teet, yuh cudda be the richest also. Wid yuh fortune, yuh money, yuh platinum an gold. Yuh cyaa buy people life, yuh cyaa save people soul. Slaughter, wen bwoy a stop di cash flow. An a live comfortable while resentment a grow. Yow a torture, di less fortunate a die slow. How yuh fi reap wealth, wen a pure death yuh sow. So di pauper, doesn't have a cash in him billfold. An cyaa buy di knowledge weh di rich man own. Nor look afta his family or his humble household. Wahapen wen him get up and decide fi roll. Wid di scorcha. Real fiya torch, real fiya sparka. Wen di fiya start. Well not even wata weh quench wen di river dem flow. Cudda out dis ya fiya wen it bun and start glow. Well a wah dem wudda do if hungry belly stop fear. An decide fi tek from all who nah share. An one man pull up and kick off anywhere. Cah hungry nuh business a who life a spare. A wah dem wudda do if hunger keep conference. An mek criminal and police tun fren. And decide fi tek it from all who nah sen. (Caution, Caution, Caution). Yow me tell dem warning. Listen up if yuh have ears to hear. You nuh mek hungry belly tun unnu inna gun engineer. Man a trespass and man a overcome and get there. Wen di dutty get tuff and everyting is despair. Warning. Talk up if yuh have mout fi talk. An nah speak up on ghetto yute dem behalf. Cah dem a play like a dummy and dem nah pay di staff. An a mek di most noise, dem hear dem front door kickoff. Look out all who have eyes to see. An still a play blin like injustice nuh real. Memba hungry nuh hav mercy pon bakklefield. Man will eat yuh food fasta dan ten Navy SEAL. So caution. Have you white collar extortion. Di dirty politican and yuh tricks dem a turn di yute dem inna orphan. Smoke di cigar and a laugh an. Since yuh smart ansa dis. Yow. Yow me tell dem action. Always louder dan words. An no school nah build outta di money transfer. You too greedy, you wuddnt even lef a one third fi di needy. Yuh bend up and gadda like herd. Option, scarce wen it come on to job. Man cyaa find nuh work till go road go rob. You a try save face but it done gone bad. It's a gamble dem lie fi raise dem living standard. An its a sign dat unless you being kind. One day you may find dat you cannot stop the crime. You system designed that, stony is the hill dem cyaa climb. Even if dem work a lifetime. Dem cyaa gain no traction. Cyaa find no satisfaction. Election is just a distraction. Write it inna caption. Caution. Warning to all. Yuh tink hunger cyaa jump yuh wall.",0,0,0,0,0,0,0,0,1
Coolio,Hip-Hop,Cruisin’,Gangsta’s Paradise,1995.0,"I love it when we're cruisin' together. Baby get in we fixin' to cruise till we can't. You got the drink I got the denk and we done stopped at the bank. Sunbeamin' this weekend heading down that beach way. Messin' with my girl's hair one of them games that we play. Braids bouncin to the beat feel me coming down the street. She gotta be a freak if she's sittin' next to me so. Shine up your hoopty and fall in line. Bring your honey if she's fine and we gon have a good time. To the outskirts of first buzzin off the erky jerks. Swoopin while I puts in work now watch me skirt. I heard 'em callin' me but they not ballin' see. Cause if you're ballin' me you got your own set of keys. The breeze is hittin' don't think you'll catch me strippin'. 40 Thevz Wino and gat got that back when we're dippin. To the west coast down south in your direction. Throwin up the hood cruisin' come on we jettin'. Cruisin' is made for love. Cruisin' is made for us. Malika:. Put one in my lap get in an' twist the cap. Hand him the jizz back clownin' up the coast like that. Tanqueray all nice in back seat peep. This duo rollin' top down ready to hit the streets. Shoulder to shoulder turnin' heads cause it's a black thing. Sport in a 'vette brings me strapped won't be no jackin'. Consider that chocolate, mixed with that tie. Wind be on my neck the beach caress my thighs now I hope he's high. Ready to get my groove on so I'm playing tease. Know when he's feelin' me, and what those feelin's be. Kinda' flossy cause tossy we do it on seat tip. Snuggled up freaky dick give the drink a sip. Leaning on his chest I feel security. Just my man and me against the world you understandin' me. Cruisin' to the sunsets yep we'll be headin out. Dippin' through the city me and my niggys what I'm talkin about. Sunday afternoons in the tape deck. My woman's on the right lookin bomb for this trek deck. Floatin' on the freeway at a cool 65. Malika rolls the top so's I can feel that rocky mountain high yeah. Take the wheel while I shake off this headrush. Yep I'm down the bust like no one like what. Watchin' the sunset be the flyest with the top down. Park up at the spot I ain't gonna front I'm tryin to mess around. Your homies still around. Coolio:. Yeah they busy though. MALIKA:. That's all I need to know roll up the windows and lock the door. It's all that poppin on that cooze got me worked up. Turn up the beat and bump in-between the seats some. Yeah that's how we do it on the western hemisphere. All my homies be a man cause ain't no pretendin'. Cruisin feel the wind blow my brains back. Trippin off into the night bumpin' to a fat track yeah.",0,1,1,0,0,0,0,1,0
Eminem,Hip-Hop,The Ringer,Kamikaze,2018.0,"*Plane crash*. Yeah (Illa, Illa, Illa). Yo, I'm just gonna write down my first thoughts, and see where this takes me, 'cause I feel like I wanna punch the world in the fuckin' face right now. Yeah. Let me explain just how to make greatness. Straight out the gate, I'm 'bout to break it down. Ain't no mistakes allowed, but make no mistake, I'm 'bout. To rape the alphabet, I may raise some brows. If I press the issue just to get the anger out (Brrr!). Full magazine could take Staples out. Savage but ain't thinkin' 'bout no bank account. But bitch, I'm off the chain like Kala Brown. Motherfucker, shut the fuck up when I'm talkin', lil' bitch. I'm sorry, wait, what's your talent? Oh, critiquin'. My talent? Oh, bitch, I don't know who the fuck y'all are. To give a sub-par bar or even have an opinion or view. You mention me, millions of views, attention in news. I mention you, lose-lose for me, win-win for you. Billions of views, your ten cents are two. Skim through the music to give shit reviews. To get clicks, but bitch, you just lit the fuse. Don't get misconstrued, business as us'. Shit-list renewed, so get shit to do. Or get dissed 'cause I just don't get. What the fuck half the shit is that you're listenin' to. Do you have any idea how much I hate this choppy flow. Everyone copies though? Prob'ly no. Get this fuckin' audio out my Audi, yo, adios. I can see why people like Lil Yachty, but not me though. Not even dissin', it just ain't for me. All I am simply is just an emcee. Maybe ""Stan"" just isn't your cup of tea (Get it?). Maybe your cup's full of syrup and lean. Maybe I need to stir up shit, preferably. Shake the world up if it were up to me. Paul wants me to chill, y'all want me to ill. I should eat a pill, probably I will. Old me killed the new me, watch him bleed to death. I breathe on the mirror, I don't see my breath. Possibly I'm dead, I must be possessed. Like an evil spell, I'm E-V-I-L (""Evil"" spelled). Jam a Crest Whitestrip in the tip of my dick. With an ice pick, stick it in a vise grip. Hang it on a spike fence, bang it with a pipe wrench. While I take my ball sack and flick it like a light switch. Like Vice President Mike Pence. Back up on my shit in a sidekick as I lay it on a spike strip. These are things that I'd rather do than hear you on a mic. Since nine tenths of your rhyme is about ice and. Jesus Christ, man, how many times is. Someone gonna fuck on my bitch? (Fuck my side chick!). You won't ever see Em icy. But as cold as I get on the M-I-C. I polarize shit, so the Thames might freeze. And your skull might split like I bashed you upside it. Bitch, I got the club on smash like a nightstick (Yeah). Turn down for what? I ain't loud enough, nah, turn the Valium up (Illa, Illa, Illa). 'Cause I don't know how I'm gonna get your mouths to shut. Now when it doesn't matter what caliber. I spit at, I'll bet a hundred thousand bucks. You'll turn around and just be like, ""Man, how the fuck. Sourpuss gonna get mad just 'cause his album sucks? And now he wants to take it out on us"" (Ooouuu). But last week, an ex-fan mailed me a copy. Of The Mathers LP to tell me to study. It'll help me get back to myself and she'll love me (Ooouuu). I mailed the bitch back and said if I did that. I'd just be like everyone else in the fucking industry. Especially an effing Recovery clone of me (NFing). So finger-bang, chicken wang, MGK, Igg' Azae'. Lil Pump, Lil Xan imitate Lil Wayne. I should aim at everybody in the game, pick a name. I'm fed up with bein' humble. And rumor is I'm hungry, I'm sure you heard rumblings. I heard you wanna rumble like an empty stomach. I heard your mumblin' but it's jumbled in mumbo-jumbo. The era that I'm from will pummel you, that's what it's comin' to. What the fuck you're gonna do when you run into it? I'm gonna crumble you and I'll take a number two. And dump on you, if you ain't Joyner. If you ain't Kendrick or Cole or Sean, then you're a goner. I'm 'bout to bring it to anyone in this bitch who want it. I guess when you walk into BK you expect a Whopper. You can order a Quarter Pounder when you go to McDonald's. But if you're lookin' to get a porterhouse you better go get Revival. But y'all are actin' like I tried to serve you up a slider. Maybe the vocals shoulda been auto-tuned. And you woulda bought it. But sayin' I no longer got it. 'Cause you missed a line and never caught it. 'Cause it went over your head, because you're too stupid to get it. 'Cause you're mentally retarded, but pretend to be the smartest. With your expertise and knowledge, but you'll never be an artist. And I'm harder on myself than you could ever be regardless. What I'll never be is flawless, all I'll ever be is honest (Illa, Illa, Illa). Even when I'm gone they're gonna say I brought it. Even when I hit my forties like a fuckin' alcoholic. With a bottle full of malt liquor. But I couldn't bottle this shit any longer. The fact that I know that I'ma hit my bottom. If I don't pull myself from the jaws of defeat and rise to my feet. I don't see why y'all even started with me. I get in beefs, my enemies die. I don't cease fire 'til at least all are deceased. I'm east side, never be caught slippin'. Now you see why I don't sleep, not even a wink, I don't blink. I don't doze off, I don't even nod to the beats. I don't even close my fuckin' eyes when I sneeze. ""Aw, man! That BET cypher was weak, it was garbage. The Thing ain't even orangeoh my God, that's a reach!"". Shout to all my colorblind people. Each and everyone of y'all, if you call a fire engine green. Aquamarine, or you think water is pink. ""Dawg, that's a date."" ""Looks like an olive to me."". ""Look, there's an apple!"" ""No, it's not, it's a peach!"". So finger-bang, Pootie Tang. Burger King, Gucci Gang, dookie, dang. Charlamagne gonna hate anyway, doesn't matter what I say. Give me Donkey of the Day. What a way for 2018 to get underway. But I'm gonna say everything that I wanna say. Welcome to the slaughterhouse, bitch! (Yeah). Invite 'em in like a One A Day. I'm not done (Preach!). 'Cause I feel like the beast of burden. That line in the sand, was it even worth it? 'Cause the way I see people turning's. Makin' it seem worthless, it's startin' to defeat the purpose. I'm watchin' my fan base shrink to thirds. And I was just tryin' to do the right thing, but word. Has the court of public opinion reached a verdict. Or still yet to be determined? 'Cause I'm determined to be me, critiqued or worshipped. But if I could go back, I'd at least reword it. And say I empathize with the people this evil serpent. Sold the dream to that he's deserted. But I think it's workin'. These verses are makin' him a wee bit nervous. And he's too scurred to answer me with words. 'Cause he knows that he will lyrically get murdered. But I know at least he's heard it. 'Cause Agent Orange just sent the Secret Service. To meet in person to see if I really think of hurtin' him. Or ask if I'm linked to terrorists. I said, ""Only when it comes to ink and lyricists."". But my beef is more media journalists. (Hold up, hold up, hold up). I said, my beef is more meaty, a journalist. Can get a mouthful of flesh. And yes, I mean eating a penis. 'Cause they've been pannin' my album to death. So I've been givin' the media fingers. Don't wanna turn this to a counseling sesh. But they've been puttin' me through the ringer. So I ain't ironin' shit out with the press. But I just took this beat to the cleaners.",0,0,0,0,1,1,0,0,1
Maxi Priest,Reggae,Some Guys Have All the Luck,Maxi,,"Lonely, so lonely in your love. Oh so lonely, I'm saying. Alone in a crowd. On a bus after work. I'm day-dreaming. The guy next to me. Has his woman on his arm. My arms are empty. How does it feel. When the woman that you love. Says yes she loves you. It seems unfair. When there's love everywhere. And yet there's none for you. Some guys have all the luck. Some guys have all the pain. Some guys have a little sunshine in their lives. My life is always filled with rain. Someone to take. On a walk down by the lake. Dear Lord let her be. Someone who shouts. Someone who is liable to cry. At sad movies. I do believe I will die. Just to look in your eyes. And find them filled with me. But you're just a dream. And as real as it seems. I'm not that lucky. It's just a losing game. Things have got to change. Some girl will give my love a try. With my love their arms will open wide.",0,0,0,0,0,1,0,1,0
David Bowie,Rock,Lazarus,★ (Blackstar),2015.0,"Look up here, I'm in heaven. I've got scars that can't be seen. I've got drama, can't be stolen. Everybody knows me now. Look up here, man, I'm in danger. I've got nothing left to lose. I'm so high, it makes my brain whirl. Dropped my cell phone down below. Ain't that just like me? By the time I got to New York. I was living like a king. There I used up all my money. I was looking for your ass. This way or no way. You know I'll be free. Just like that bluebird. Now, ain't that just like me? Oh, I'll be free.",0,0,0,0,1,0,1,0,0
Kenny Rogers,Country,Tell Me That You Love Me,,,"Show me that you need me. Like the river needs the early morning rain. Show me that you want me. Cause I really need to feel your heart again. Tell me that you love me. If it was the middle of a moonless night. Would you shine for me baby? Would you hold me tight? If a flame was fadin' from a lost desire. Would you put another log on the fire? Baby, like a candle burnin' down. Maybe we could turn this thing around. Kiss me like you mean it. Like you wouldn't have it any other way. Let nothing stand between us. Honey let's don't ever let it fade away. Do you love me? We could camp out on Old Hickory Lake. Talking all night and sleepin' in late. Looking at the stars like we used to do. Honey you don't know how I've missed you. Save me, for so long I've been longing for you baby. It's all up to you. Tell me, tell me that you love me. That you love me.",0,0,0,1,0,0,0,1,1
Merle Haggard,Country,Running Kind,A Working Man Can’t Get Nowhere Today,1977.0,I was born the running kind. With leaving always on my mind. Home was never home to me at anytime. Every front door found me hoping. I would find the back door open. There just had to be an exit. For the running kind. Within me there's a prison. Surrounding me alone. As real as any dungeon with walls of stone. I know running's not the answer. But running's been my nature. And a part of me. That keeps me moving on.,0,0,0,1,0,1,0,0,1
Bauhaus,Rock,Bela Lugosi’s Dead,Crackle,1979.0,White on white translucent black capes. Back on the rack. Bela Lugosi's dead. The bats have left the bell tower. The victims have been bled. Red velvet lines the black box. Undead undead undead. The virginal brides file past his tomb. Strewn with time's dead flowers. Bereft in deathly bloom. Alone in a darkened room. The count. Undead. Oh Bela. Bela's undead.,0,0,0,1,0,1,1,1,1
J. Cole,Hip-Hop,Love Yourz,2014 Forest Hills Drive,2014.0,"Love yours. No such thing. No such thing as a life that's better than yours. No such thing as a life that's better than yours (Love yours). No such thing, no such thing. Heart beatin' fast, let a nigga know that he alive. Fake niggas, mad snakes. Snakes in the grass let a nigga know that he arrived. Don't be sleepin' on your level. 'Cause it's beauty in the struggle, nigga (Beauty, beauty). Goes for all y'all. It's beauty in the struggle, nigga (Beauty, beauty). Let me explain, yeah. It's beauty in the struggle, ugliness in the success. Hear my words or listen to my signal of distress. I grew up in the city and know sometimes we had less. Compared to some of my niggas. Down the block, man, we were blessed. And life can't be no fairytale, no once upon a time. But I be goddamned if a nigga don't be tryin'. So tell me, Momma please, why you be drinkin' all the time? Does all the pain he brought you still linger in your mind? 'Cause pain still lingers on mine. On the road to riches, listen, this is what you'll find. The good news is, nigga, you came a long way. The bad news is, nigga, you went the wrong way. Think being broke was better. (think being broke was better). For what's money without happiness? Or hard times without the people you love? Though I'm not sure what's 'bout to happen next. I ask for strength from the Lord up above. 'Cause I've been strong so far. But I can feel my grip loosenin'. Quick, do somethin' before you lose it for good. Get it back and use it for good. And touch the people how you did like before. I'm tired of livin' with demons 'cause they always invitin' more. Now I don't mean that phrase with no disrespect. To all my niggas out there livin' in debt. Cashin' minimal checks, turn on the TV see a nigga Rolex. And fantasize about a life with no stress. I mean this shit sincerely. And as a nigga who was once in your shoes. Livin' with nothin' to lose, I hope one day you hear me. Always gon' be a bigger house somewhere, but nigga feel me. Long as the people in that motherfucker love you dearly. Always gon' be a whip that's better than the one you got. Always gon' be some clothes that's fresher than the ones you rock. Always gon' be a bitch that's badder out there on the tours. But you ain't never gon' be happy 'til you love yours.",0,0,0,1,0,1,1,0,1
