title,lyrics,artist,genre,album,year,binary_sentiment
Sunny Afternoon,"Sunny Afternoon. The tax man's taken all my dough. And left me in my stately home. Lazing on a sunny afternoon. And I can't sail my yacht. He's taken everythin' I've got. All I've got's this sunny afternoon. Save me, save me, save me from this squeeze. I've got a big fat momma tryin' to break me. And I love to live so pleasantly. Live this life of luxury. In the summertime, in the summertime. In the summertime. My girlfriend's run off with my car. And gone back to her ma and pa. Telling tales of drunkenness and cruelty. Now I'm sitting here. Sipping at my ice cold beer. Help me, help me, help me sail away. Well, give me two good reasons why I ought to stay. 'Cause I love to live so pleasantly. Oh, save me, save me, save me from this squeeze.",The Kinks,Rock,Face To Face,1966.0,negative
Let It Be,"Let It Be. When I find myself in times of trouble, Mother Mary comes to me. Speaking words of wisdom, ""let it be"". And in my hour of darkness, she is standing right in front of me. Let it be, let it be. Whisper words of wisdom. Let it be. And when the brokenhearted people living in the world agree. There will be an answer, let it be. For though they may be parted, there is still a chance that they will see. Yeah, there will be an answer. Let it be, yeah, let it be. And when the night is cloudy, there is still a light that shines on me. Shine on 'til tomorrow, let it be. I wake up to the sound of music, Mother Mary comes to me. Speaking words of wisdom, let it be. There will be an answer.",The Beatles,Rock,Let It Be,1970.0,positive
Superstar,"Superstar. Yo hip-hop, started out in the heart. Uh-huh, yo. Now everybody tryin to chart. Say what? Hip-Hop, started out in the heart. Yo, now everybody tryin to chart. C'mon now baby c'mon now baby c'mon now baby c'mon, uhh. C'mon now baby c'mon now baby c'mon now baby c'mon. C'mon baby light my fire. Everything you drop is so tired. Music is supposed to inspire. How come we ain't gettin no higher? Now tell me your philosophy. On exactly what an artist should be. Should they be someone with prosperity. And no concept of reality? Now, who you know without any flaws? That lives above the spiritual laws? And does anything they feel just because. There's always someone there who'll applaud? I know you think that you've got it all. And by making other people feel small. Makes you think you're unable to fall. But when you do, who you gonna call? See what you give is just what you get. I know it hasn't hit you yet!. Now I don't mean to get you upset. But every cause has an effect! Uh-huh!. I cross sands in distant lands, made plans with the sheiks. Why you beef with freaks as my album sales peak? Uhh. All I wanted was to sell like five hundred. And be a ghetto superstar since my first album, Blunted. I used to work at Foot Locker, they fired me: I fronted. Or I quitted, now I spit it -- however do you want it!. Now you get it, writing rhymes, in the Range, with the frames. Lightly tinted, then send it to your block to have my full name. Cemented (Lauryn Hill!) And if your lines sound like mine. I'm taking a percentage (ka-ching!). Unprecedented, and still respected. When it's finished, I'm serious, I'm takin over areas in Aquarius. Runnin red lights with my ten thousand chariots. Just as Christ was a Superstar, you're stupid, star!. They hail you then nail you, no matter who you are. They'll make you now then take you down, and make you face it. If you slit the bag open, put your pinky in it and taste it.",Lauryn Hill,Hip-Hop,The Miseducation of Lauryn Hill,1998.0,negative
Ifwhiteamericatoldthetruthforonedayit’sworldwouldfallapart,"Ifwhiteamericatoldthetruthforonedayit’sworldwouldfallapart. Next Thursday you're invited to watch Rising Tide's live coverage of a gala tribute in salute to Ronald Reagan. Host Haley Barbour joins special guest Lady Margaret Thatcher in celebrating the former president's 83rd birthday. Tickets are 1000 Dollars a plate but you can see the event free on GOP TV.. Images of perfection, suntan and napalm. Grenada - Haiti - Poland - Nicaragua. Who shall we choose for our morality. I'm thinking right now of Hollywood tragedy. Big Mac, smack, Phoenix, R., please smile y'all. Cuba, Mexico can't cauterise our discipline. Your idols speak so much of the abyss. Yet your morals only run as deep as the surface. Cool - groovy - morning - fine. Tipper Gore was a friend of mine. I love a free country. The stars and stripes and an apple for mommy. (Conservatives say) ""There ain't no black in the Union Jack"". (Democrats say) ""There ain't enough white in the Stars and Stripes"". Compton - Harlem - a pimp fucked a priest. The white man has just found a new moral saviour. Vital stats - how white was their skin. Unimportant - just another inner-city drive-by thing. Morning - fine - serve your first coffee of the day. Real privilege, it will take your problems away. Number one - the best - no excuse from me. I am here to serve the Moral Majority. Zapruder the first to masturbate. The world's first taste of crucified grace. (And we say) there's not enough black in the Union Jack. (And we say) there's so much white in the Stars and Stripes. Fuck the Brady bill!. If God made man they say. Sam Colt made him equal.",Manic Street Preachers,Rock,The Holy Bible,1994.0,negative
Tearz,"Tearz. After laughter comes tears. Check the script, me and the gods gettin' ripped. Blunts in the dip, forty dogs in my lip. Had a box, 'boom boom' the bass would blast. We was laughin' at all the girls that passed. Conversation, brothers had began to discuss. (Hey yo, Rob, remember that kid you bust?). Aw yeah, he ran, but he didn't get far. 'Cause I dropped him, heh heh heh heh heh ha. Not knowin' exactly what lied ahead. My little brother, my mother sent him out for bread. Get the Wonder, it's a hot day in the summer. Didn't expect to come across a crazy gunner. ""Hey, Shorty, check it, run the bag and the dough!"". But he was brave, looked him in the eye, and said ""No!"". Money splattered him, BOW! Then he snatched the bag. Hit his pockets, then he jetted up the Ave. Girls screamin', the noise up and down the block. (Hey, Rakeem!) What? (Your little brother got shot!). I ran frantically, then I dropped down to his feet. I saw the blood all over the hot concrete. I picked him up, then I held him by his head. His eyes shut, that's when I knew he was. Aw man! How do I say goodbye? It's always the good ones that have to die. Memories in the corner of my mind. Flashbacks, of us laughin' all the time. I taught him all about the bees and birds. But I wish I had a chance to sing these three words. Me and my man, my ace Big Moe from the shelter. 'Bout to hit the skins from this girl named Thelma. Now, Thelma had a rep that was higher than her neck. Every girl from Shaolin dissed her respect. We was stimmy, you know how it is when you're blitzed. Three o'clock in the mornin', somethin' got to give. Moe said he'll go first, I said I'll take next. Here, take this raincoat and practice safe sex!. He seemed to ignore, I said, ""Be for real!. She's not even worth it to go raw deal."". A man's gonna do what a man's gonna do. He got butt-naked and stuck the power U. Twenty minutes went by, Moe, I'm out without a doubt. I'm not pumpin' up, I am airin' out. Hey yo, he came out laughin' with glory. I'm surprised he's still livin' to tell his story. But he carried on with the same old stuff. With Stephanie, like a Whammy, he pressed his luck. Moe tried to be down with O.P.P. Ain't nothin' wrong, but he got caught with the H.I.V. Now no life to live, doc says two more years. So after the laughter I guess comes the tears.",Wu-Tang Clan,Hip-Hop,Enter the Wu-Tang (36 Chambers),1992.0,negative
Lucretia My Reflection,"Lucretia My Reflection. I hear the roar of a big machine. Two worlds and in between. Hot metal and methedrine. I hear empire down. Love lost, fire at will. Dum-dum bullets and shoot to kill, I hear. Dive, bombers, and. Empire down. I hear the sons of the city and dispossessed. Get down, get undressed. Get pretty but you and me. We got the kingdom, we got the key. We got the empire, now as then. We don't doubt, we don't take direction. Lucretia, my reflection, dance the ghost with me. We look hard. We look through. We look hard to see for real. Such things I hear, they don't make sense. I don't see much evidence. I don't feel. A long train held up by page on page. A hard reign held up by rage. Once a railroad. Now it's done. I hear the roar of the big machine. We don't doubt, we don't take reflection. Lucretia, my direction, dance the ghost with me.",The Sisters of Mercy,Rock,Floodland,1987.0,negative
Any Man of Mine,"Any Man of Mine. This is what a woman wants. Any man of mine better be proud of me. Even when I'm ugly, he still better love me. And I can be late for a datethat's fine. But he'd better be on time. Any man of mine'll say it fits just right. When last year's dress is just a little too tight. And anything I do or say better be okay. When I have a bad hair day. And if I change my mind. A million times. I wanna hear him say. ""Yeah, yeah, yeah, yeah, yeah, I like it that way!"". Any man of mine better walk the line. Better show me a teasin', squeezin', pleasin', kinda time. I need a man who knows how the story goes. He's gotta be a heartbeatin', fine treatin'. Breathtakin', earthquakin' kind. Any man of mine. Well, any man of mine better disagree. When I say another woman's looking better than me. And when I cook him dinner and I burn it black. He'd better say, ""Mmmm, I like it like that, yeah"". Let me hear you say. You gotta shimmy shake. Make the earth quake. Kick, turn, stomp, stomp, then you jump. Heel to toe, Do Si Do. 'Til your boots wanna break. 'Til your feet and your back ache. Keep it movin' 'til you just can't take anymore. Come on everybody on the floor. A-one two, a-three four. Hup two, hup. If you wanna be a man of mine, that's right.",Shania Twain,Country,The Woman in Me,1995.0,positive
Tin Man,Tin Man. Hey there Mr. Tin Man. You don't know how lucky you are. You shouldn't spend your whole life wishin'. For something bound to fall apart. Everytime you're feeling empty. Better thank your lucky stars. If you ever felt one breaking. You'd never want a heart. Oo-oo. Oo. I've been on the road that you're on. It didn't get me very far. You ain't missing nothing. 'Cause love is so damn hard. Take it from me darling. You don't want a heart. I'm glad we talked this out. You can take mine if you want it. It's in pieces now. By the way there Mr. Tin Man. If you don't mind the scars. You give me your armor. And you can have my heart.,Miranda Lambert,Country,The Weight of These Wings,2016.0,negative
This Time Tomorrow,"This Time Tomorrow. This time tomorrow where will we be. On a spaceship somewhere sailing across an empty sea. This time tomorrow what will we know. Will we still be here watching an in-flight movie show. I'll leave the sun behind me and watch the clouds as they sadly pass me by. Seven miles below me I can see the world and it ain't so big at all. This time tomorrow what will we see. Field full of houses, endless rows of crowded streets. I don't know where I'm going, I don't want to see. I feel the world below me looking up at me. Leave the sun behind me, and watch the clouds as they sadly pass me by. I'm in perpetual motion and the world below doesn't matter much to me. On a spaceship somewhere sailing across any empty sea. This time tomorrow.",The Kinks,Rock,"Lola Versus Powerman and the Moneygoround, Part One ",1970.0,positive
She’s Out of Her Mind,"She’s Out of Her Mind. I said settle down, settle down everything is fine. Take your eyes off the floor. She said no I'm not, no I'm not, no I'm not alright. I lost my head on the door. She's a-a-a-antisocial, a-a-a-antisocial. A-a-and she's an angel, yeah. I'm in deep with this girl but she's out of her mind. She said ""babe, I'm sorry but I'm crazy tonight"". She got a black shirt, black skirt and Bauhaus stuck in her head. I'm in deep with this girl but she's out of her mind, oh yeah. We all need something to live for, oh yeah. We all need something to live for. She said I let her down, let her down. I no longer dream of anything anymore. Said I'm a know-it-all, know-it-all. You make me want to scream. And threw herself on the floor. A-a-a she's an angel, yeah. She's not complicated. Can't be overstated at all. She's not complicated-ated-ated at all. I'm in deep with this girl but she's out of her mind (She's out of her mind).",​​blink-182,Rock,California,2016.0,positive
No One Needs to Know,"No One Needs to Know. Am I dreaming or stupid? I think I've been hit by cupid. But no one needs to know right now. I met a tall, dark and handsome man. And I've been busy making big plans. I got my heart set, my feet wet. But he don't even know it yet. I'll tell him someday some way somehow. But I'm gonna keep it a secret for now. I want bells to ring, a choir to sing. The white dress, the guests, the cake, the car, the whole darn thing. But i'm gonna keep it a secret for now. We'll have a little girl a little boy. A little benji we call leroy. And I'm not lonely anymore at night. And he don't know only only he can make it right. I'm not dreaming or stupid. But boy have I been hit by cupid. No one needs to know right now. There's your record. Yup, there you go dudes.",Shania Twain,Country,The Woman in Me,1996.0,positive
Slavery Days,"Slavery Days. Do you remember the days of slavery? And how they beat us. And how they worked us so hard. And they used us. 'Til they refuse us. And a big fat bull. We usually pull it everywhere. We must pull it. With shackles around our necks. And I can see it all no more. My brother feels it. Including my sisters too. Some of us survive. Showing them that we are still alive. History can recall, history can recall. History can recall the days of slavery. Oh slavery days!Oh slavery days!. While I remember, please remember. Do you do you do you, do you do you do you.",Burning Spear,Reggae,Marcus Garvey,,negative
Town Called Malice,"Town Called Malice. Better stop dreaming of the quiet life. 'Cos it's the one we'll never know. And quit running for that runaway bus. 'Cos those rosey days are few. And...stop apologising for the things you've never done. 'Cos time is short and life is cruel. But it's up to us to change. This town called Malice. Rows and rows of disused milk floats. Stand dying in the dairy yard. And a hundred lonely housewives. Clutch empty milk bottles to their hearts. Hanging out their old love letters on the line to dry. It's enough to make you stop believing. When tears come fast and furious. In a town called Malice. Struggle after struggle, year after year. The atmosphere's a fine blend of ice. I'm almost stone cold dead. A whole street's belief in Sunday's roast beef. Gets dashed against the Co-op. To either cut down on beer or the kids' new gear. It's a big decision in a town called Malice. The ghost of a steam train echoes down my track. It's at the moment bound for nowhere. Just going 'round and 'round. Playground kids and creaking swings. Lost laughter in the breeze. I could go on for hours and I probably will. But I'd sooner put some joy back. In this town called Malice.",The Jam,Rock,The Gift,1982.0,negative
There You’ll Be,"There You’ll Be. When I think back on these times. And the dreams we left behind. I'll be glad 'cause I was blessed to get. To have you in my life. When I look back on these days. I'll look and see your face. You were right there for me. In my dreams, I'll always see you soar above the sky. In my heart, there will always be a place for you, for all my life. I'll keep a part of you with me. And everywhere I am, there you'll be. Well, you showed me how it feels. To feel the sky within my reach. And I always will remember all. The strength you gave to me. Your love made me make it through. Oh, I owe so much to you. 'Cause I always saw in you my light, my strength. And I wanna thank you now for all the ways. You were right there for me (You were right there for me). For always. There you'll be.",Faith Hill,Country,There You’ll Be,2001.0,positive
Ego Trippin’ (Part Two),"Ego Trippin’ (Part Two). I'm buggin'. E-ghostbusters. Mercy, mercy, (ego trip, ego trip). Mercy! (ego trip, ego trip). Mercy!. Ah! Ah!. Yep, yep big trucker man's rollin' in town. How ya do, how ya do. I got the joints to make ya (jump!). Because I'm headin' eastbound. Tired of the merry go round and around. And everybody's talkin' bout you're so funny. But they still tellin' lies to me. I got the trees in my backyard. And it's hard for them to tell a lie to me. And who's the foot, I'm the foot but who's steppin'. (Ain't no half steppin'). You know where I'm steppin'. Skirts play wit it cause I'm slick like that. I'm the greatest MC in the world!. You gots to gimme gimme mine 'cause I'm heavy when I weigh it. Watch the way I say it (ego trip). I change my pitch up, smack my bitch up, I never did it. The flavor's bein' bought, but brothers ain't gettin' it. Get it, or else you're a goner. When I rolls over ya gonna have to wanna lamp. Cause it's the chattanooga champ. Takin' the train, takin' the train, takin' the train, takin' a train. Now I'm somethin' like a phenomenon. I'm somethin' like a phenomenon. Well, I'm the hourglass cat. Drug it out of jack (For Jill). 'Cause I spilled the phenomenon. Pack the holes in my lawn. Got the girls in my song. Word is bond, I'm a livin' phenomenon. Well I'm a better brand 'cause I'm a superman. I run the block with my circle cause I'm nubian. I got the platinum rust, so don't even fuss. 'Cause DJ Paul, he's down wit us. Now people stop takin' my stylin' for a joke. I don't sassafrass, I put the foot up their ass. Sometimes I'm fast, blow off like a seal. When they reminisce over you. For real. Mase chopped the record down to the bone. And now Renee King is on my telephone. But I got the Ring Ring Ha Ha Hey Hey. 'Cause this type of shit it happens every day. I got to make me a connection so my imports stuff. (Word) Word 'em up. 'Cause I'm so fly. Yes on and on. I'm ins like - (Don't rock my yacht). I got Gills like Johnny. Sail at 7 elf (Well, good for ya). Bigger than bigs, dig it (I dug it). Ways that amazes popes. I am the is equals is 'cause it's caught up. When the tides taught me the ropes. No weights for the baits (Man, I'll give you four). For a verb unheard of (Man, gimme one more). Alright you got it if you're special. With a dapper toe tapper when a lot's goin' on. (And ain't a damn thing happenin'). The answer to the riddle is me and here's the question. Who can be (fresh), who can be (dope). Who can be (nice), who can be (beautiful). Who can be (word), who can be. POS:. Me be the Jericho Turnpike bandit. Yes, competition try to troupe my way. I sing the song you never heard before. I feed the famine in the mind. So mind ya manners baby. I run a line on ya. Lay ya on the springs then slay ya. All this and a condom 'cause I be a taxpayer. Promotin' of a moccasin I skin like Danny Boone. When I swallow hear the (gulp). So give me room just give me room back the hell up. SHORTY NO MAS:. Back the hell up. Know what I'm sayin'. Or when I run the mic there won't be no delayin'. Pressure 40 does it like a Easy Bake oven. DOVE:. Blues got the muffin. Eat it!. Eat it!!. Intoxicate many wit my talk without intoxicatin' myself low. So I gots to walk slow but. Don't you get too high. (Ego trip, Ego trip, Ego trip, Ego trip. Ego trip, Ego trip, Ego trip, Ego trip. Ego trip, Ego trip, Ego trip, Ego trip). (Aaah!! Aaah!! Aahh!! Aahh!!. Aahh!!). PRINCE PAUL:. Somebody's cryin'? I know somebody's cryin'. Who's cryin'? Yo, somebody's cryin' here. (Trippin' down the fuckin' stairs). (YEEAAAHHH! ).",De La Soul,Hip-Hop,Buhloone Mindstate,1993.0,negative
Bigmouth Strikes Again,"Bigmouth Strikes Again. Sweetness, sweetness I was only joking, when I said. I'd like to smash every tooth in your head. Oh... sweetness, sweetness, I was only joking when I said. By rights you should be bludgeoned in your bed. And now I know how Joan of Arc felt. Now I know how Joan of Arc felt. As the flames rose to her Roman nose. And her Walkman started to melt (oh). Bigmouth la-da-da-dada, Bigmouth la-da-da-daa. Bigmouth strikes again!. And I've got no right to take my place. With the human race (oh oh). With the human race. As the flames rose to her roman nose. And her hearing aid started to melt.",The Smiths,Rock,The Queen Is Dead,1986.0,negative
Light My Fire,"Light My Fire. You know that it would be untrue. You know that I would be a liar. If I was to say to you. Girl, we couldn't get much higher. Come on baby, light my fire. Try to set the night on fire. The time to hesitate is through. No time to wallow in the mire. Try now we can only lose. And our love become a funeral pyre. Yeah.",The Doors,Rock,The Doors,1967.0,positive
Spark,"Spark. I'm saturated. Wet with your tears, you spill so easily. In reflection, I'll see you again. Approach me, soak me. Faith, faith, breathe. 'Cause it's here, it's where the air is clear. Where far-off things could be quite near. No repairs are needed, just a spark. I'm interested. You've always been a subject that I could learn. Splendid hills, unconquerable mountains. Climb, don't ever turn back. Seed, seed, grow.",The Church,Rock,Starfish,1988.0,positive
Lola,"Lola. I met her in a club down in old Soho. Where you drink champagne and it tastes just like. Cherry Cola. C-O-L-A Cola. She walked up to me and she asked me to dance. I asked her her name and in a dark brown voice she said, ""Lola"". L-O-L-A Lola, lo lo lo lo Lola. Well, I'm not the world's most physical guy. But when she squeezed me tight she nearly broke my spine. Oh my Lola, lo lo lo Lola, lo lo lo Lola. Well, I'm not dumb but I can't understand. Why she walks like a woman and talks like a man. Oh my Lola, lo lo lo lo Lola, lo lo lo lo Lola. Well, we drank champagne and danced all night. Under electric candlelight. She picked me up and sat me on her knee. She said, ""Little boy won't you come home with me?"". Well, I'm not the world's most passionate guy. But when I looked in her eyes. I almost fell for my Lola. Lo lo lo lo Lola, lo lo lo lo Lola. Lola, lo lo lo lo Lola, lo lo lo lo Lola. I pushed her away. I walked to the door. I fell to the floor. I got down on my knees. I looked at her, and she at me. Well that's the way that I want it to stay. I always want it to be that way for my Lola. Lo lo lo Lola. Girls will be boys, and boys will be girls. It's a mixed up, muddled up, shook up world. Except for Lola. Lo lo lo lo Lola. Well I'd left home just a week before. And I'd never ever kissed a woman before. Lola smiled and took me by the hand. She said, ""Little boy, gonna make you a man."". Well I'm not the world's most masculine man. But I know what I am and I'm glad I'm a man. And so is Lola.",The Kinks,Rock,"Lola Versus Powerman and the Moneygoround, Part One ",1970.0,positive
"Bitch, Don’t Kill My Vibe","Bitch, Don’t Kill My Vibe. I am a sinner who's probably gonna sin again. Lord, forgive me! Lord, forgive me!. Things I don't understand. Sometimes I need to be alone. Bitch, don't kill my vibe!. I can feel your energy from two planets away. I got my drink, I got my music. I would share it, but today I'm yelling. Bitch, don't kill my vibe! Look inside of my soul and you can find gold and maybe get rich. Look inside of your soul and you can find out it never exist. I can feel the changes. I can feel a new life, I always knew life can be dangerous. I can say that I like a challenge and you tell me it's painless. You don't know what pain is. How can I paint this picture. When the color blind is hangin' with you? Fell on my face and awoke with a scar. Another mistake livin' deep in my heart. Wear it on top of my sleeve in a flick. I can admit that it did look like yours. Why you resent every making of this? Tell me your purpose is petty again. But even a small lighter can burn a bridge. Even a small lighter can burn a bridge. I can feel the new people around me just want to be famous. You can see that my city found me. Then put me on stages, to me that's amazin'. To you that's a quick check. With all disrespect, let me say this. I'm tryin' to keep it alive. And not compromise the feeling we love. You're tryin' to keep it deprived. And only co-sign what radio does. And I'm lookin' right past you. We live in a world, we live in a world on two different axles. You live in a world, you livin' behind the mirror. I know what you scared of. The feeling of feeling emotions inferior. This shit is vital, I know you had to. Die in a pitiful vain, tell me a watch and a chain. Is way more believable, give me a feasible gain. Rather a seasonal name. I'll let the people know this is somethin' you can blame. On yourselves, you can remain stuck in a box. I'ma break out and then hide every lock. You ain't heard the coast like this in a long time. Don't you see that long line? And they waiting on Kendrick like the first and the fifteenth. Threes in the air, I can see you are in sync. Hide your feelings, hide your feelings. Now what you better do. I'll take your girlfriend and put that pussy on a pedestal. Walk out the door and they scream it's alive. My New Year's resolution is to stop all the pollution. Talk too motherfuckin' much, I got my drink, I got my music. I say bitch, don't kill my vibe! Ayy, K-Dot, get in the car, nigga!. Come on, we finna roll out!. Nigga, I got a pack of blacks and a beat CD. Get yo' freestyles ready!.",Kendrick Lamar,Hip-Hop,"good kid, m.A.A.d city (Deluxe Version)",2012.0,positive
Don’t Stop Dancing,"Don’t Stop Dancing. At times life is wicked. And I just can't see the light. A silver lining sometimes isn't enough. To make some wrongs seem right. Whatever life brings. I've been through everything. And now I'm on my knees again. But I know, I must go on. Although I hurt, I must be strong. Because inside, I know. That many feel this way. Children, don't stop dancing. Believe you can fly away, away. At times life's unfair. And you know it's plain to see. Hey, God, I know I'm just a dot in this world. Have You forgot about me? Am I hiding in the shadows? Forget the pain and forget the sorrows. Are we hiding in the shadows?",Creed,Rock,Weathered,2002.0,negative
Better Now,"Better Now. You prolly think that you are better now, better now. You only say that 'cause I'm not around, not around. You know I never meant to let you down, let you down. Woulda gave you anything, woulda gave you everything. You know I say that I am better now, better now. I only say that 'cause you're not around, not around. Oh-oh. I did not believe that it would end, no. Everything came second to the Benzo. You're not even speakin' to my friends, no. You knew all my uncles and my aunts though. Twenty candles, blow 'em out and open your eyes. We were lookin' forward to the rest of our lives. Used to keep my picture posted by your bedside. Now it's in your dresser with the socks you don't like. And I'm rollin', rollin', rollin', rollin'. With my brothers like it's Jonas, Jonas. Drinkin' Henny and I'm tryna forget. But I can't get this shit outta my head. I seen you with your other dude. He seemed like he was pretty cool. I was so broken over you. Life it goes on, what can you do? I just wonder what it's gonna take (What it's gonna take). Another foreign or a bigger chain (Bigger chain). Because no matter how my life has changed. I keep on looking back on better days. I promise. I swear to you, I'll be okay. You're only the love of my life (Love of my life).",Post Malone,Hip-Hop,beerbongs & bentleys,2018.0,positive
Handsworth Revolution,"Handsworth Revolution. I say the people of Handsworth, know that. One hand wash the other so they say. So let's join hands my bredren. Make the way for our children (our children, our children). And their children (their children, their children). Ensuring that they get life's fair share of. Equality. Doesn't justice stand for all. Doesn't justice stand for all mankind. We find society putting us down. Crowning us, crowning us, crowning us, crowning us. A place of Evil, OH, OH. Handsworth means us the Black People. We're taiklng now. Speaking Jah Jah language!. It's a long, long way we're coming from. To send this message across, across. Its been hidden, forbidden, concealed, unrevealed. Its got to come out In the open that -. BABYLON IS FALLING. It was foolish to build It on the sand. Handsworth shall stand, firm - like Jah rock. - fighting back. We once beggars are now choosers. No intention to be losers. Striving forward with ambition. And if it takes ammunition. We rebel in Handsworth revolution. Handsworth revolution. Handsworth yeah yeah revolution. Revolution. Dread town, dread town, dread town. Dread we are for a cause. Deprived of many things. Experienced phoney laws. Hatred Babylon brings. We know what we got to offer. We know what's going on. Don't want no favours. Cause there is still hunger. Innocent convicted. Poor wage, hard labour. Only Babylon prospers. And humble suffer. They are brothers in south of Africa. One Black represent all, all over the world. Can't bear it no longer. Blessed wlththe power. Of Jah Creator. We will get stronger. And we will conquer. And forward ever, and backward never. Handsworth Revolution. Handsworth Yeah, Yeah Yeah, Revolution. Revo- Revo- Revolution.",Steel Pulse,Reggae,Handsworth Revolution,,negative
Plush,"Plush. And I feel that time's a wasted go. So where ya goin' 'til tomorrow? And I see that these are lies to come. So would you even care? And I feel it. Where ya goin' for tomorrow? Where ya goin' with the mask I found? And I feel, and I feel when the dogs begin to smell her. Will she smell alone? And I feel, so much depends on the weather. So is it rainin' in your bedroom? And I see, that these are the eyes of disarray. And she feels it. Where ya goin' for to tomorrow? When the dogs do find her. Got time, time, to wait for tomorrow. To find it, to find it, to find it. To find it.",Stone Temple Pilots,Rock,Core ,1992.0,negative
Utterance,Utterance. What a joy to hear the. Utterance of a rasta (repeat). Long long ago. They use to say. Rastafari going around. Taking little children away. But now time is at hand. I and i know those. Saying was wrong. And that rasta let them. Know their homeland. And seek their culture. Utterance from a rasta (repeat). I and i was granted. To drink from the fountain of life. I god will make i hold tight. I and i knee will not. Wobble i and i. A v.i.p international. And now they putting. Rasta on the air. Before that they used. Live in fear. There is a way that. Seemeth right to man. And yet in jah jah sight it wrong. It's not what you do is. How you do it. It's not what you say. But how you say it. You going be shot with shit. Go down in it.,Black Uhuru,Reggae,Red,,positive
Plug Tunin (Last Chance to Comprehend),"Plug Tunin (Last Chance to Comprehend). ""And now for my next number, I'd like to return to the classics. Perhaps the most famous classic in all the world of music"". The first time around, you didn't quite understand our new style of. Speak. (Don't worry, we can fix that right now). So why don't you all just grab your bags. (Come on aboard, hoist the anchor, and we'll be off). (And good luck to both of you). Plug One, Plug Two, Plug One, Plug Two. Plug One, Plug Two, Plug One. Answering any other service. Perogative praised positively I'm acquitted. Enemies publicly shame my ability. After the battle they admit that I'm with it. Simply soothe, will move vinyl like glue. Transistors are never more shown with. Like wind, vocal flow brings it all down in ruin. Due to a clue of a naughty noise called plug tunin'. (""Hmm-mm, hmm-mm, hmm-mm, hmm-mm, hmmmm""). Flock to the preacher called Pos. Let him be the stir to the style of your stew. Sit while the kid of the Plug form aroma. Then grab a Daisy to sip your favorite brew. Lettin' this soul fire be your first prior. But don't let the kick drum stub your big toe. See that the three will be your thread. But like my man Chuck D said, 'What a brother know'. Dance while I play and the cue cards sway. From my flower girls China and Jette. The button is pressed in '89 we'll start the panic. From De La Soul and a Prince from Stet. Negative noise will be all divided. Dangerous to dance, Posdnuos will croon. Ducks and kizids will all be rid. When paying position to the naughty noise called. Plug Tunin'. Freeze cause these are the brothers. Brothers of the Soul who present a new flick. Every last viewer is tuned to the method. Known to be a method, no magicians, not a trick. Bitten by the spoken who been titled Plug Two. Swallowed by the loonies who are jealous with the showbiz. Dove'll teach the truth, Posdnuos will preach the youth. To the fact that this will bring an end to the negative. Flow to the sway cause I say fa-so-la-ti. At the top we will dwell. Difference is fame and we rise then we build. Where we are set we get fat and we swell. Motions of the Soul is a positive stride. One step forward is the space we consume. Vivid as the moon, you have yet to assume. How the Soul found the motto of a naughty noise called. Vocal is local so believe that. This chant sends L.I. on the strong map. Trying and live so you best realize. That the gift that I present, I say gift wrap. Style of the Tune is personal. And defining what's the rhyme is worst of all. Stop, sit and study cause the meaning isn't muddy. Just preach and do the gear as the first of all. Watch while the pitcher is pitching. Cause this is the pitch of the year. Sing a simple song but keep the swing strong. Though you heard Dove crying, I ain't fearing. Those who think De La's on the flip tip. Try to flip this and you're doomed. Watch for the B-B cause if you try to grieve me. You'll be hung by the wire of the Plug Tune. (I can't twist your arm and make you stay with me). (Are you ready for this? ).",De La Soul,Hip-Hop,3 Feet High and Rising,,positive
Here I Am,"Here I Am. Here I am, oh here I am, here I am. If you need a love that's true. Need someone to stand by you. If you need a helping hand, need someone to understand. Here I am, I'm reaching out to give you love that you're without. I can help you find what you've been looking for. Here I am, come to me, take my hand because I believe. I can give you all the love you need and more. Oh here I am, oh here I am, here I am. My world is such an empty place. I need someone to fill the space. And here I am, oh here I am, here I am. Because I've got so much love to give. I need someone to share it with.",Dolly Parton,Country,Coat of Many Colors,1971.0,positive
(I Never Promised You A) Rose Garden,"(I Never Promised You A) Rose Garden. I beg your pardon I never promised you a rose garden. Along with the sunshine there's got to be a little rain sometime. When you take you got to give so live and let live and let go oh oh oh oh. I could promise you things like big diamond rings. But you don't find roses growing on stalks of clover. So you better think it over. Well, if sweet talking you could make it come true. I would give you the world right now on a silver platter. But what would it matter. So smile for a while and let's be jolly love shouldn't be so melancholy. Come along and share the good times while we can. I could sing you a tune and promise you the moon. But if that's what it takes to hold you I'd just as soon let you go. But there's one thing I want you to know. You'd better look before you leap still waters run deep. And there won't always be someone there to pull you out. And you know what I'm talking about.",Martina McBride,Country,Timeless,2005.0,positive
