title,lyrics,artist,genre,album,year,binary_sentiment
Back Home Again,"Back Home Again. There's a storm across the valley. Clouds are rolling in. The afternoon is heavy. On your shoulders. There's a truck out on the four lane. A mile or more away. And the whining of his wheels. Just makes it colder. He's an hour away from riding. On your prayers up in the sky. And ten days on the road. Are barely gone. There's a fire softly burning. Supper's on the stove. It's the light in your eyes. That makes him warm. Hey, it's good to be back home again. Sometimes this old farm. Feels like a long lost friend. Yes, and hey, it's good to be back home again. There's all the news to tell him. How'd you spend your time. What's the latest thing the neighbors say. And your mother called last Friday. Sunshine made her cry. You felt the baby move just yesterday. Hey, it's good to be back home again, yes it is. And all the time that I can lay this tired, old body down. To feel your fingers feather soft upon me. The kisses that I live for. The love that lights my way. The happiness that living with you brings me. It's the sweetest thing I know of. Just spending time with you. It's the little things that make a house a home. Like a fire softly burning, supper's on the stove. The light in your eyes that makes me warm. Hey, it's good to be back home again, oh it is. I said hey, it's good to be back home again.",John Denver,Country,Back Home Again,1974.0,positive
Pink Sunglasses,"Pink Sunglasses. I put 'em on whenever I sit down to read the paper. Can't explain the way they seem to work like magic. I put 'em on to keep it positive. Don't mean to tell you how to feel. But I'm a firm believer in the power of the plastic. Positive plastic. In my pink sunglasses. Always makes the world look a little bit better. You can try 'em anytime you need a change of the weather. For $9.99, I'm perfectly disguised. When I'm walking by, I wanna roll my eyes. In my pink sunglasses, pink sunglasses. I was looking for some tortoise shells. But these were on sale next to the disposable cameras. Tried 'em on and suddenly, it occurred to me. That buying Little Debbies felt a little more glamorous. In the checkout line, don't I look good? I could leave 'em on a beach, at a bar, on the boat. But they always reappear in the pocket of my coat. I can't find 'em, they always find me. My pink sunglasses. For $9.99, I'm completely polarized. Sometimes, I accidentally go to bed at night. Pink sunglasses.",Miranda Lambert,Country,The Weight of These Wings,2016.0,positive
Reel Around the Fountain,"Reel Around the Fountain. It's time the tale were told. Of how you took a child. And you made him old. You made him old. Reel around the fountain. Slap me on the patio. I'll take it now. Oh. Fifteen minutes with you. Well, I wouldn't say no. Oh, people said that you were virtually dead. And they were so wrong. Oh, well, I wouldn't say no. Oh, people said that you were easily led. And they were half-right. Oh, they ... oh, they were half-right, oh. It's time that the tale were told. Oh, reel around the fountain. Ah... oh. Oh, I wouldn't say no. Oh, people see no worth in you. Oh, but I do. I do. Oh, I ... oh, I do. Oh . I dreamt about you last night. And I fell out of bed twice. You can pin and mount me like a butterfly. But ""take me to the haven of your bed"". Was something that you never said. Two lumps, please. You're the bee's knees. But so am I. Oh, meet me at the fountain. Shove me on the patio. I'll take it slowly. Oh, no, I wouldn't say no. Oh, I ... Oh, I do.",The Smiths,Rock,The Smiths,1984.0,positive
Honor Your Mother and Father,"Honor Your Mother and Father. Honor your mother and your father. That your days may be long on the land. Children, obey your parents and the law. For This is the law of the prophets. Love your parents as how you love yourself. Do onto others as they would do to you. This is the law of the prophets.",Desmond Dekker,Reggae,,,negative
Reggae Music Is Life,"Reggae Music Is Life. Reggae music is life. Selector play it dub wise. Can you fell the vibe. Something happen when you. Push the button. All the love start flowing. I see my people dancing. Dancing till you never stop. Dancing on the mountain top. Dancing til you never stop. Keep on spinning like a top. That's the way we play. Dj's chanting everyday. Ask me a question. I'll tell you read revelation. Dancing till you. Throw your fears away. Give jah your love everyday. It's gonna get real hot. Rasta jammin on the box. Jammin in london, new york, sweden, finland, rio, you know, all over the world.",Inner Circle,Reggae,Blazzin’ Fire,,positive
Fuck a Dog,"Fuck a Dog. I wanna fuck a dog in the ass. He wants to fuck a dog in the ass. I wanna fuck a dog. That's right kids. I tried to fuck your mom in the ass. Tried to fuck your dad in the ass. Could only find the dog. And his ass. We wanna fuck a dog in the ass. We wanna fuck a dog. I tried to fuck a fucking pirate in the ass. Ar, me and me first mate, ya scurvy cur!. Tried to fuck a fucking pirate. But I found the dog. Ar, that was no pirate, man, that was thy own sister!. (It's a Mexican pirate). Wanna fuck a fucking dog. Fuck you!.",​​blink-182,Rock,Take Off Your Pants and Jacket,2001.0,negative
God’s Problem Child,God’s Problem Child. I did the best I could do. But the best I could tell. The higher I flew. The farther I fell. Born in the mud. Raised in the wild. Washed in the blood. God's problem child. I feel the shine. Following me. Not far behind. That's where I wanna be. A little out of time. Fine by me. Darkness may fall. We still got a light. Keeping us all. Safe through the night. Heaven must love.,Willie Nelson,Country,God’s Problem Child,2017.0,negative
Big Empty,"Big Empty. Driving faster in my car. Falling farther from just what we are. Smoke a cigarette and lie some more. These conversations kill. Falling faster in my car. Time to take her home. Her dizzy head is conscience laden. Time to take a ride. It leaves today no conversation. Time to wait too long. To wait too long, to wait too long. Too much walking, shoes worn thin. Too much tripping and my soul's worn thin. Time to catch a ride it leaves today. Her name is what it means. To wait too long. Conversations kill.",Stone Temple Pilots,Rock,Purple,1994.0,negative
Youth of Eglington,Youth of Eglington. The youths of Eglinton. Won't put down their Remington. The youth of Brixton. They have their 45 Smith and. Wesson pistol pistol. The youth of Utica Avenue. They just can't keep cool. So much gun shot some. Cripple some turn fool. They are responsible for a lot. Of children. And they need food. And they want to go to school. I say the youth of Eglington. I say the youth of Kingston. Won't leave their Magnum. Pistol pistol. A very thin line to start the crime. Who will be the first to. Volunteer. You love you love your fuckery. Get up and get yourself together. You hear the words of Jah Jah. Coming from the hill top of. Dabra Dabra. Keep you strength. The youth of Eglington. I say the youth of Brixton. They put down their 45 Smith. And Wesson pistol pistol. Stop and listen. They want you to fight the good fight. But save you strength. For strength of life. The youths in Africa. All a dem a thriller. The youth of Kingston. Poor Jill she was a spill. She got hit by a stray shot. The youths of Eglington. The youths of Brixton.,Black Uhuru,Reggae,Red,,negative
Girlfriend,"Girlfriend. Yeah, yeah, yeah, yeah. Ayo, this shit sound like. This shit sound like the welcome music when you just landed in Kingston, Jamaica on a private nigga!. Yeah, yeah, yeah. Now let it go girlfriend. Bend and touch your toes girlfriend. Now all my chicks everywhere, hands in the air (show 'em!) and let em' know girlfriend. Yeah. Mami on the dance floor, she shake for me. Okra, steam fish prepare for me. Introduce her to my mother down a country (Fuck no!). Make sure you never test me. Two branch chop off, roll up the sensi. Front up, burn one until it empty. Selector dem a play tune and me a MC. Oh no! A oh no! Mi say, oh no!. All of the gyal dem me a dance, a it fi go so. Yeah yeah. Mami inna me section she a undress for me. In case you don't know, everything bless for me, Yeah!. Boof Baaf! Beat a little boy, carefully. Koof Kaaf!. The ghetto a cheer for me. Shoot that!. Gyal, pull down your brazier for me. A you that? Nicki Minaj booty, squeeze it. Bet you say you love stew peas. Riri, she have a fat coochie. Beyonce, big up Jay-Z. Ten gyal inna mi Benz, it's a Sex-UV. Fuck pon the seat, make the bedroom sleep. Plug in mi matic fi go pon the street. Look out the window, fucking police. Dawg, oh no, who called the po-po? That's a no no. Me soon know who dweet. Loud with the weed, me no care who see it. Busta, which gyal that? Who she? Babes, you a forward? Now let it go girlfriend (Just come nuh). Bend and touch your toes girlfriend (Gyal, whine!). Now all my chicks everywhere, hands in the air ( show 'em!) Skin out, undress for me. Rude boy the gyal dem believe. Hot fuck, she give one for me. Boyfriend a pree, she text and delete. Two gyal, one flex for me. Go pack clothes, me no catch disease. She want a man who a make money. Not a little dawg who a beg money. Suck pussy boy can't step to me. Money like it's make believe. Oh no. I know you've been on me. I got two tings on me right now. I know you've been low. It's time to let it go right now. Now, wave your hand inna the air likkle higher. And show me what it do, girlfriend. Hey baby girl, I come and turn up the fire. Come get a better view, girlfriend. Hey baby girl, come and give it to me. Whatever you wanna do, girlfriend. The way you're dancing to my brand new song. Me love the way you move, girlfriend. Yeah, yeah. Sing like Tenor Saw, Frankie Paul, and Sluggy (Boom! Gunshot!). Diamonds just a fall off of me. Disrespect and make all of dem bwoy turn duppy. You know that?!. Yeah (yeah, yeah). You can't tell me this shit don't feel like vacation. This shit feel like vacation nigga!.",Busta Rhymes,Hip-Hop,BR9,2017.0,positive
Don’t Be Cruel,"Don’t Be Cruel. You know I can be found. Sitting home all alone. If you can't come around. At least please telephone. Don't be cruel to a heart that's true. Baby, if I made you mad. For something I might have said. Please, let's forget the past. The future looks bright ahead. I don't want no other love. Baby it's just you I'm thinking of. Don't stop thinking of me. Don't make me feel this way. Come on over here and love me. You know what I want you to say. Why should we be apart? I really love you baby, cross my heart. Let's walk up to the preacher. And let us say I do. Then you'll know you'll have me. And I'll know that I'll have you.",Elvis Presley,Rock,Elvis’ Golden Records,1956.0,negative
Stan,"Stan. My tea's gone cold. I'm wondering why I got out of bed at all. The morning rain clouds up my window. And I can't see at all. And even if I could it'd all be gray. But your picture on my wall. It reminds me that it's not so bad, it's not so bad. Dear Slim, I wrote you, but you still ain't callin'. I left my cell, my pager and my home phone at the bottom. I sent two letters back in autumn, you must not've got 'em. There probably was a problem at the post office or somethin'. Sometimes I scribble addresses too sloppy when I jot 'em. But anyways, fuck it, what's been up, man? How's your daughter? My girlfriend's pregnant too, I'm 'bout to be a father. If I have a daughter, guess what I'ma call her? I'ma name her Bonnie. I read about your Uncle Ronnie too, I'm sorry. I had a friend kill himself over some bitch who didn't want him. I know you probably hear this every day, but I'm your biggest fan. I even got the underground shit that you did with Skam. I got a room full of your posters and your pictures, man. I like the shit you did with Rawkus too, that shit was phat. Anyways, I hope you get this, man, hit me back. Just to chat, truly yours, your biggest fan, this is Stan. Dear Slim, you still ain't called or wrote, I hope you have a chance. I ain't mad, I just think it's fucked up you don't answer fans. If you didn't want to talk to me outside your concert, you didn't have to. But you coulda signed an autograph for Matthew. That's my little brother, man, he's only six years old. We waited in the blisterin' cold. For you, for four hours, and you just said no. That's pretty shitty, man, you're like his fuckin' idol. He wants to be just like you, man, he likes you more than I do. I ain't that mad, though I just don't like bein' lied to. Remember when we met in Denver? You said if I'd write you, you would write back. See, I'm just like you in a way: I never knew my father neither. He used to always cheat on my mom and beat her. I can relate to what you're sayin' in your songs. So when I have a shitty day, I drift away and put 'em on. 'Cause I don't really got shit else. So that shit helps when I'm depressed. I even got a tattoo with your name across the chest. Sometimes I even cut myself to see how much it bleeds. It's like adrenaline, the pain is such a sudden rush for me. See, everything you say is real, and I respect you 'cause you tell it. My girlfriend's jealous 'cause I talk about you 24/7. But she don't know you like I know you, Slim, no one does. She don't know what it was like for people like us growin' up. You gotta call me, man, I'll be the biggest fan you'll ever lose. Sincerely yours, StanP.S. : We should be together too. Dear Mr. I'm-Too-Good-to-Call-or-Write-My-Fans. This'll be the last package I ever send your ass. It's been six months, and still no wordI don't deserve it? I know you got my last two letters. I wrote the addresses on 'em perfect. So this is my cassette I'm sendin' you, I hope you hear it. I'm in the car right now, I'm doin' 90 on the freeway. Hey, Slim, I drank a fifth of vodka, you dare me to drive? You know the song by Phil Collins, ""In the Air of the Night"". About that guy who coulda saved that other guy from drownin'. But didn't, then Phil saw it all, then at a show he found him? That's kinda how this is: you coulda rescued me from drownin'. Now it's too late, I'm on a thousand downers nowI'm drowsy. And all I wanted was a lousy letter or a call. I hope you know I ripped all of your pictures off the wall. I loved you, Slim, we coulda been togetherthink about it!. You ruined it now, I hope you can't sleep and you dream about it. And when you dream I hope you can't sleep and you scream about it. I hope your conscience eats at you and you can't breathe without me. See, Slimshut up, bitch! I'm tryin' to talk. Hey, Slim, that's my girlfriend screamin' in the trunk. But I didn't slit her throat, I just tied her upSee? I ain't like you. 'Cause if she suffocates she'll suffer more and then she'll die too. Well, gotta go, I'm almost at the bridge now. Oh, shit, I forgothow am I supposed to send this shit out?!. Dear Stan, I meant to write you sooner, but I just been busy. You said your girlfriend's pregnant now, how far along is she? Look, I'm really flattered you would call your daughter that. And here's an autograph. For your brother; I wrote it on a Starter cap. I'm sorry I didn't see you at the show, I must've missed you. Don't think I did that shit intentionally just to diss you. But what's this shit you said about you like to cut your wrists too? I say that shit just clownin', dawg, come on, how fucked up is you? You got some issues, Stan, I think you need some counselin'. To help your ass from bouncin'. Off the walls when you get down some. And what's this shit about us meant to be together? That type of shit'll make me not want us to meet each other. I really think you and your girlfriend need each other. Or maybe you just need to treat her better. I hope you get to read this letter, I just hope it reaches you in time. Before you hurt yourself, I think that you'll be doin' just fine. If you relax a little, I'm glad I inspire you, but Stan. Why are you so mad? Try to understand. That I do want you as a fan. I just don't want you to do some crazy shit. I seen this one shit on the news a couple weeks ago that made me sick. Some dude was drunk and drove his car over a bridge. And had his girlfriend in the trunk. And she was pregnant with his kid. And in the car they found a tape, but they didn't say who it was to. Come to think about it, his name wasit was you, damn.",Eminem,Hip-Hop,The Marshall Mathers LP,2000.0,negative
HUMBLE.,"HUMBLE.. Nobody pray for me. It's been that day for me. Waaaaay (Yeah, yeah!). Ayy, I remember syrup sandwiches and crime allowances. Finesse a nigga with some counterfeits, but now I'm countin' this. Parmesan where my accountant lives, in fact I'm downin' this. D'USSE with my boo bae tastes like Kool-Aid for the analysts. Girl, I can buy yo' ass the world with my paystub. Ooh, that pussy good, won't you sit it on my taste bloods? I get way too petty once you let me do the extras. Pull up on your block, then break it down: we playin' Tetris. A.M. to the P.M., P.M. to the A.M., funk. Piss out your per diem, you just gotta hate 'em, funk. If I quit your BM, I still ride Mercedes, funk. If I quit this season, I still be the greatest, funk. My left stroke just went viral. Right stroke put lil' baby in a spiral. Soprano C, we like to keep it on a high note. It's levels to it, you and I know. Bitch, be humble (Hol' up, bitch). Sit down (Hol' up, lil', hol' up, lil' bitch). Be humble (Hol' up, bitch). Sit down (Hol' up, sit down, lil', sit down, lil' bitch). Be humble (Hol' up, hol' up). Bitch, sit down (Hol' up, hol' up, lil' bitch). Be humble (Lil' bitch, hol' up, bitch). Sit down (Hol' up, hol' up, hol' up, hol' up). Sit down (Hol' up, hol' up, lil', hol' up, lil' bitch). Who dat nigga thinkin' that he frontin' on Man-Man? (Man-Man). Get the fuck off my stage, I'm the Sandman (Sandman). Get the fuck off my dick, that ain't right. I make a play fucking up your whole life. I'm so fuckin' sick and tired of the Photoshop. Show me somethin' natural like afro on Richard Pryor. Show me somethin' natural like ass with some stretch marks. Still will take you down right on your mama's couch in Polo socks. Ayy, this shit way too crazy, ayy, you do not amaze me, ayy. I blew cool from AC, ayy, Obama just paged me, ayy. I don't fabricate it, ayy, most of y'all be fakin', ayy. I stay modest 'bout it, ayy, she elaborate it, ayy. This that Grey Poupon, that Evian, that TED Talk, ayy. Watch my soul speak, you let the meds talk, ayy. If I kill a nigga, it won't be the alcohol, ayy. I'm the realest nigga after all.",Kendrick Lamar,Hip-Hop,DAMN.,2017.0,positive
You Never Gave Up on Me,"You Never Gave Up on Me. There's only one chance in a million. Of a dream like this coming true. And I've been told I'm not the one. By everyone but you. Through all my doubts and all my fears. Well, it seemed those clouds wouldn't ever clear. You never gave up on me. Oh, you never gave up on me. I'm here, where I was always meant to be. I never gave up 'cause you never gave up on me. As I stand here and look around me. And think of how far we've come. Your faith, it still astounds me. Oh, just look at what we've done. You've held me high up off the ground. Every time this old world tried, tried to bring me down. Everyone needs someone. Someone to believe like you believed in me. No, you never gave up on me. Right here, where I was always meant to be. Thank you, Mama.",Reba McEntire,Country,Stronger Than the Truth,2019.0,positive
Call On Me,"Call On Me. Hey oh, oh yeah, oh yeah, yeah. Love you, I love you, I love you, I love you. All my ladies, all my ladies now. Cure again, yeah. Anytime you need a lover call on me, I'll be waiting. Anytime you need a lover call on me, my heart is aching. Call on me anytime you want to. Call on me, baby girl I want you. We grew together from way back when. She was nine and I was ten. She used to be my next door neighbor. She even went to school with my sister Makayta, yeah. Now we're two grown folks. Years gone by and we still keep close. Loving me, I'm loving her the same. I just want you to know that I love you so. Loving like they never seen. We were young and playing games. I fell in love the first time I saw you. And I don't ever worry 'cause I know can call you, yeah. He's loving me, I'm loving him the same 'cause. Call on me, baby boy I want you. Now we've reached so far. We won't turn back again, yeah. Now I'm loving you. There is no end,.",Jah Cure,Reggae,The Universal Cure,,positive
My Homies Still,"My Homies Still. Pump that bass. Man, fuck ya'll with a sick dick, semi automatic, no click click. We don't feel you, like an elephant getting fucked with a tick dick. Little nigga with a thick bitch, and before I fuck this bitch. I gotta put that patch over my third eye: Slick Rick. Trukfit, T-shirt, talk second, skeet first. Boy, your girl a jump off, I hope she land feet first. She give me brain: research, and I prefer reefer. But if you want some coke, that's cool, 'cause my homies still. Yeah, my homies still. Haha, my homies still. Don't make my goons go stupid. Go stupid, go stupid, yeah (boy). Go stupid, (go dumb) go stupid, yeah. (Whoa, boy). Okay, my girls and cars both skrt off (skrt). I like a pussy so wet that I can surf off (whoa). In a hotspot 'cause a nigga never chillin' (chillin'). I do it for my niggas, I just do it to these bitches. Boy, I overgrind (whoa), overshine (whoa). Ain't another nigga over Sean (boy, boy). I'm getting paid, it's Oprah time (boy, boy). I'm rollin' pine, I'm so divine. I'm west side, west side, dark glasses on like I'm goin' blind. Looking like Eazy E, it's just me and Lil Weezy-we. Get off my dick!. Yeah, my homies still (whoa). Haha, my homies still (boy, boy, boy). Yeah, my homies still (whoah, oh God). Go stupid, go stupid (boy, boy), yeah. Go stupid (go dumb), go stupid, yeah. (Whoa, whoa, oh God). Look, I'm east side, them haters 90 going west (boy, boy, boy). My niggas pumping so much bass, motherfuckers going deaf (huh?). Weezy F, I'm east side, them haters 90 going west. My niggas pumping so much bass (pump that bass). Tunechi, Tunechi, Tunechi, I don't love them hoes. Got so much coke, you gon' need another nose. Man, I just play my hand, but I am not the dealer. You see I got them tear drops, I cry your ass a river. I got that Trukfit T-shirt, listening to Rebirth. I skate until my feet hurt, Hot Boy, free Turk. Pussy for dessert, put your ass beneath Earth. And I don't sell drugs, but if you need work. My homies still. Whoa, okay. Boy, this here's what I do do (do do). Got your sister dancing, not the kind that's in a tutu (no). Got me in control, no strings attached, that's that voodoo (go). She said can't nobody do it better, I tell her, ""True, true,"" yeah, bitch, true, true. My, my, my bro-bro say these bitches ain't shit (ain't shit). I got the girl you came with and the girl she came with. She leaking and drippin', whoa, there I might just come slip in (whoa, whoa, whoa). And your misses gonna go missin' if she addicted to what my dick did. Boy, I get it! (I get it). Lil bitch!. Haha, my homies still (Finally Famous in this). Yeah my homies still (G.O.O.D.). Little nigga make my goons go stupid. Go stupid (go stupid), go stupid (go stupid) (boy, boy). Go stupid, go stupid, yeah (go dumb). Look, I'm eastside them haters 90 going West (whoa). My niggas pumping so much bass, motherfuckers going deaf. Weezy F, I'm eastside my nigga Sean from the West. And niggas pumping so much bass (pump that bass). Yeah, uh-huh. Young Mula. Truk yo girl. (Pump that bass).",Lil Wayne,Hip-Hop,I Am Not a Human Being II,2012.0,negative
Amphetamine Logic,"Amphetamine Logic. Watch them do. The falling over. The standing still. Nothing but the knife to live for. One life, all I need. Give me one good reason. Give me more S.. (Women). And the women come and go. (Talk). Talking about me like they know. (Men). Bought and sold. And the world keeps turning. People cold. And people burning. Give me more S.. Give me more S. (Amphetamine Logic). Hit up. Steel in hand. Lit up. Like candles. Burning. Like Catherine wheels. Turning. On. Give me more S. (Amphetmine Logic).",The Sisters of Mercy,Rock,First and Last and Always,1985.0,negative
Where Were You (When The World Stopped Turning),"Where Were You (When The World Stopped Turning). Where were you when the world stopped turning on that September day? Were you in the yard with your wife and children. Or working on some stage in L.A.? Did you stand there in shock at the sight of that black smoke. Rising against that blue sky? Did you shout out in anger in fear for your neighbor. Or did you just sit down and cry? Did you weep for the children who lost their dear loved ones. And pray for the ones who don't know? Did you rejoice for the people who walked from the rubble. And sob for the ones left below? Did you burst out with pride for the red, white and blue. And the heroes who died just doing what they do? Did you look up to heaven for some kind of answer. And look at yourself and what really matters? I'm just a singer of simple songs. I'm not a real political man. I watch CNN but I'm not sure I can tell. You the difference in Iraq and Iran. But I know Jesus and I talk to God. And I remember this from when I was young. Faith, hope and love are some good things he gave us. And the greatest is love. Were you teaching a class full of innocent children. Or driving down some cold interstate? Did you feel guilty because you're a survivor. In a crowded room did you feel alone? Did you call up your mother and tell her you loved her? Did you dust off that Bible at home? Did you open your eyes, hope it never happened. Close your eyes and not go to sleep? Did you notice the sunset the first time in ages. Or speak to some stranger on the street? Did you lay down at night and think of tomorrow. Or go out and buy you a gun? Did you turn off that violent old movie you're watching. And turn on ""I Love Lucy"" reruns? Did you go to a church and hold hands with some strangers. Did you stand in line and give your own blood? Did you just stay home and cling tight to your family. Thank God you had somebody to love?",Alan Jackson,Country,Drive,2001.0,negative
A Who Responsible?,A Who Responsible?. And the struggle goes on---. Some say the earth. Will keep on turning. Dread times are near. And I'm not joking I a warning. As we continue that same old moaning. The chosen race just keep on begging yeh. And I wanna know who's responsible? They don't give a damn no. Mother's joy turn to. Pain and hollering. Weeping for their babes and sucklings. Spirits of the innocent wandering. Sufferation everlasting. But I wanna know who's responsible? Oh Papa dem chest keeps on burning. Fist clench tight a grit dem teeth. And blood is boiling. The price is high yet they keep on paying. The little bundles of love. They are all missing. Brothers and sisters. This plight we're facing. Get involved problems to solved. Yourselves concerning. Divided we are so. One by one we are falling. The front line of the battle is hottest. Your duties calling. I demand to know who's responsible? Talking down south Atlanta killings. Talking down south Deptford bombings. Talking down south Azania coming. They'll cut your hearts out. And I'm not joking. Turn no blind eye brothers be willing. Yeh the front line of the battle is hottest.,Steel Pulse,Reggae,True Democracy,,negative
How You Remind Me,"How You Remind Me. Never made it as a wise man. I couldn't cut it as a poor man stealing. Tired of living like a blind man. I'm sick of sight without a sense of feeling. And this is how you remind me. This is how you remind me of what I really am. It's not like you to say sorry. I was waiting on a different story. This time I'm mistaken. For handing you a heart worth breaking. And I've been wrong, I've been down. Been to the bottom of every bottle. These five words in my head. Scream ""Are we having fun yet?"". Yeah, yeah, yeah, no, no. It's not like you didn't know that. I said I love you and I swear I still do. And it must have been so bad. 'Cause living with me must have damn near killed you. And this is how you remind me of what I really am. This is how you remind me. Yeah, yeah, are we having fun yet? (These five words in my head) Yeah, yeah. No, no.",Nickelback,Rock,Silver Side Up,2001.0,negative
You Ain’t Woman Enough (to Take My Man),You Ain’t Woman Enough (to Take My Man). You've come to tell me something you say I ought to know. That he don't love me anymore and I'll have to let him go. You say you're gonna take him oh but I don't think you can. Cause you ain't woman enough to take my man. Women like you they're a dime a dozen you can buy 'em anywhere. For you to get to him I'd have to move over and I'm gonna stand right here. It'll be over my dead body so get out while you can. Sometimes a man start lookin' at things that he don't need. He took a second look at you but he's in love with me. Well I don't know where they leave you oh but I know where I'll stand. And you ain't woman enough to take my man.,Loretta Lynn,Country,You Ain’t Woman Enough,,negative
Sympathy for the Devil,"Sympathy for the Devil. Please allow me to introduce myself. I'm a man of wealth and taste. I've been around for a long, long year. Stole many a man's soul and faith. I was 'round when Jesus Christ. Had his moment of doubt and pain. Made damn sure that Pilate. Washed his hands and sealed his fate. Pleased to meet you, hope you guess my name. But what's puzzling you is the nature of my game. I stuck around St. Petersburg. When I saw it was a time for a change. Killed the Czar and his ministers. Anastasia screamed in vain. I rode a tank, held a general's rank. When the Blitzkrieg raged and the bodies stank. I watched with glee while your kings and queens. Fought for ten decades for the gods they made. I shouted out, ""Who killed the Kennedys?"". When after all, it was you and me. Let me please introduce myself. And I laid traps for troubadours. Who get killed before they reach Bombay. Oh yeah, get down heavy!. Pleased to meet you, hope you guess my name, oh yeah. But what's confusin' you is just the nature of my game. Just as every cop is a criminal. And all the sinners saints. As heads is tails, just call me Lucifer. Cause I'm in need of some restraint. So if you meet me, have some courtesy. Have some sympathy, and some taste. Use all your well-learned politesse. Or I'll lay your soul to waste. Pleased to meet you, hope you guessed my name.",The Rolling Stones,Rock,Beggars Banquet,1969.0,negative
Blue Skies,"Blue Skies. Blue skies smiling at me. Nothing but blue skies do I see. Blue birds singing a song. Nothing but blue skies from now on. I never saw the sun shining so bright. Never saw things going so right. Noticing the days hurrying by. When you're in love, my how they fly by. Blue days, all of them gone.",Willie Nelson,Country,Stardust,,positive
King Of Ska,"King Of Ska. Take your time, take time for the king is back. Take your time, you've got to know that the king is back. Take your time, beware, for he's right on top. Don't rush it, man, you will surely lose it. I am going to burn your skin like a blazing fire. So take your time, take time for the king is back. I want you to know who's the king of the ska. The king of the ska is right here on top. The king is back, right here, and he's right on top.",Desmond Dekker,Reggae,King of Kings,,negative
Gravel Pit,"Gravel Pit. 1,2, 1,2, yo check this out, it's the jump off right now. I want everybody, to put your work down, put your guns down. And report to the pit, the gravel pit. Leave your problems at home, leave your children at home. We gon' take it back underground, I be Bobby Boulders. Wu-Tang Clan on yo' mind one time. It's the jump off, so just jump off my nigga. Check out my gravel pit. A mystery unraveling. Wu-Tang is the CD that I travel with. Don't go against the grain if you can't handle it. Ha, holocaust from the land of the lost. Behold the pale horse, off course (off course). Follow me, Wu-Tang gotta be. The best thing since Starks and Clark Wallabees. African killer bees blackwatch. On your radio, blowin out yo' watts. From Park Hill, the house on haunted hill. Every time you walk by your back get a chill. Let's peel, who want to talk rap skills. I spit like a semi-automatic to the grill. Elbow grease, and elbow room. Baby play me, baby fall down, go boom. Party people gather round, count down to apocalypse. (I'm the kid with the golden arms). And I'm the motherfuckin Hot Nicks pass the blunt. My nigga don't front. You had it for a minute but it seem like a month. Now I'm chokin, smokin, hopin. I don't croakin, from overdosin. Hey, kid, walk straight, master your high. Wu and Meth got you open (open), let's ride. Can't stand niggas that floss too much. Can't stand Bentleys they cost too much. Kid wanna get up then kid get touched. Kid wanna stick up then kid get stuck. I'm the one that called your bluff. When your boy tried to act tough. Remember what Ol' Dirty said: ""I'll fuck yo' ass up!"". Now listen. Back, back and forth and forth. E with the English, extinguish styles extremist. Bald head beamers run wild. It's the kid with the gold cup. Stepped out like what. What's poppin, and y'all niggas dobo. Blastin shae shae, chocolate shortae. Rich color mocks, rock those all day. 1960 shit I'm Goldie. That's right motherfucker don't hold me. The world's greatest, Las Vegas, paid as rock. Skin painted on my face look ageless. Perfect combos, Ghost bang out condos. Jeff from Hamo, ex three bangos. Bancos, stank hoes in plain clothes. Change those, bang those, same old, same old. Yeah y'all, straight up this the jump off right here. The gravel pit, word up represent, rock the boulders. All my rich gangsta style, killers, y'all know what time it is. Shorty do your thing, get up on that shit right now boo, do you. That's what I'm talkin 'bout. Yo, step to my groove, move like this. When we shoot the gift of course it's ruthless. Grab the mic with no excuses. In a sec, grab the Tecs and loot this. Executing, shaking all sets, and I'm breaking all hecks. I'm taking all bets, move all best, who want the dram' next. You all stank, we got the bigger bank. Bigger shank to fill your tank. Still the same kill you for real, while you crank. Slide, do or die, fry to bake. Admire the greats, on fire wit a heart of hate. Bitter shark, every part I take, heavy darts that quake. It's okay, all fakes, get caught by the dropkicks. You know the thrill, yes it's Park Hill. Yo we hit 'em with the hot grits. On the go, check the flow, saying Wu don't rock shit. Stop quick, hold the gossip, stop sweating my pockets. I hear the hot shit. You don't have to move a mountain. Just give me enough strength to climb. Oh Lord ! Don't take away my stumbling blocks to lead me around. Yakub, maker and creator of the devil. Swine merchant... your time is near at hand. Fuck with me and your time will be now. Your presence here effects the mind of my people like a fever. You, Yakub, are the bearer of nine thousand nine hundred and ninety nine diseases, evil, corrupt, porkchop-eatin' brain!.",Wu-Tang Clan,Hip-Hop,The W,2000.0,negative
